ID,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Runtime,Rotten_Tomatoes_Rounded,IMDB_Rounded,AgeRestriction,Genres_Fantasy,Genres_Sci-Fi,Genres_Mystery,Genres_Family,Genres_Adventure,Genres_Crime,Genres_Horror,Genres_Romance,Genres_Documentary,Genres_Action,Genres_Thriller,Genres_Comedy,Genres_Drama,Genres_Others,Continent_Africa,Continent_Antarctica,Continent_Asia,Continent_Europe,Continent_North America,Continent_Oceania,Continent_South America,Continent_NA,Language_NA,Language_Hindi,Language_French,Language_Spanish,Language_English,Language_Others,Era
15093,Hercules and the Masked Rider,1963,NA,4.5,NA,0,0,1,0,0,Piero Pierotti,85.0,NA,Bad,NA,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Vintage
15094,Stefano Formaggio,2014,NA,6.4,NA,0,0,1,0,0,Darren Darnborough,20.0,NA,Average,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Latest
15095,American Bully,2009,18+,4.8,NA,0,0,1,0,0,David Rodriguez,85.0,NA,Bad,Adult,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15096,El alazán y el rosillo,1966,NA,6.6,NA,0,0,1,0,0,René Cardona,95.0,NA,Good,NA,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Vintage
15097,Journey To Paradise,2010,NA,3.5,NA,0,0,1,0,0,Steven F. Zambo,134.0,NA,Really_Bad,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15098,The Carson City Kid,1940,all,6.2,NA,0,0,1,0,0,Joseph Kane,57.0,NA,Average,Non-Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Old
15099,Shriek of the Mutilated,1974,18+,3.6,NA,0,0,1,0,0,Michael Findlay,86.0,NA,Bad,Adult,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
15100,From the Shadows,2009,NA,3.1,NA,0,0,1,0,0,Scott C. Robert,91.0,NA,Really_Bad,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15101,The Ramparts We Watch,1940,NA,5.9,NA,0,0,1,0,0,Louis De Rochemont,99.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Old
15102,Christmas Apparition,2016,NA,3.7,NA,0,0,1,0,0,Colleen Griffen,72.0,NA,Bad,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15103,Frozen Alive,1964,NA,3.6,NA,0,0,1,0,0,Bernard Knowles,81.0,NA,Bad,NA,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Vintage
15104,Natural Vice,2017,18+,4.0,NA,0,0,1,0,0,Izzy Traub,81.0,NA,Bad,Adult,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15105,Dire Wolf,2009,NA,3.5,NA,0,0,1,0,0,Fred Olen Ray,86.0,NA,Really_Bad,NA,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15106,Last Stop,2009,NA,4.6,NA,0,0,1,0,0,Travis Oates,92.0,NA,Bad,NA,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15107,Holy Hustler,2008,NA,4.6,NA,0,0,1,0,0,David R. Palmore,91.0,NA,Bad,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15108,America's Alien Invasion: The Lost UFO Encounters,2012,NA,4.6,NA,0,0,1,0,0,J. Michael Long,61.0,NA,Bad,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15109,DocoBANKSY,2014,7+,5.2,NA,0,0,1,0,0,Dominic Wade,59.0,NA,Average,Non-Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Latest
15110,Sinking Sand,2016,NA,5.2,NA,0,0,1,0,0,Brian Yarbrough,93.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15111,Belle of the Yukon,1944,NA,5.3,NA,0,0,1,0,0,William A. Seiter,83.0,NA,Average,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Vintage
15112,Maniac On The Loose,2008,NA,4.7,NA,0,0,1,0,0,Steve Hudgins,94.0,NA,Bad,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15113,Zombie Wars,2006,NA,2.9,NA,0,0,1,0,0,David A. Prior,80.0,NA,Really_Bad,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15114,Home in Oklahoma,1946,all,6.2,NA,0,0,1,0,0,William Witney,72.0,NA,Average,Non-Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Vintage
15115,Death by Invitation,1971,18+,3.7,NA,0,0,1,0,0,Ken Friedman,81.0,NA,Bad,Adult,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
15116,Deadly Renovations,2010,NA,2.9,NA,0,0,1,0,0,Robert H. Gwinn,85.0,NA,Really_Bad,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15117,Molly and Lawless John,1972,7+,5.3,NA,0,0,1,0,0,Gary Nelson,98.0,NA,Average,Non-Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
15118,Honey Glaze,2003,NA,5.2,NA,0,0,1,0,0,Michael Legge,65.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15119,Treacherous,2010,NA,4.5,NA,0,0,1,0,0,Brian Brough,90.0,NA,Bad,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15120,Counter Measures,1999,18+,4.1,NA,0,0,1,0,0,Fred Olen Ray,90.0,NA,Bad,Adult,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15121,Sunday School,2008,13+,4.3,NA,0,0,1,0,0,Marcello Thedford,98.0,NA,Bad,Teen,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15122,Steve Trevino: Grandpa Joe's Son,2012,18+,6.0,NA,0,0,1,0,0,Scott L. Montoya,59.0,NA,Average,Adult,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15123,Dog Jack,2011,13+,4.7,NA,0,0,1,0,0,Edward T. McDougal,114.0,NA,Bad,Teen,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15124,Love Won't Let Me Wait,2016,NA,3.9,NA,0,0,1,0,0,Roger Melvin,99.0,NA,Bad,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15125,The Cosmonaut Cover-Up,1999,NA,5.8,NA,0,0,1,0,0,Elliott Haimoff,52.0,NA,Average,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15126,The Mutilation Man,2011,NA,3.2,NA,0,0,1,0,0,Andrew Copp,82.0,NA,Really_Bad,NA,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15127,Shadows on the Stairs,1941,NA,5.7,NA,0,0,1,0,0,D. Ross Lederman,64.0,NA,Average,NA,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Vintage
15128,The Singing Cowgirl,1938,NA,4.6,NA,0,0,1,0,0,Samuel Diege,59.0,NA,Bad,NA,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Old
15129,To Love The Soul Of A Woman,2017,NA,5.8,NA,0,0,1,0,0,Jb Brown,120.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15130,Carl Jackson's The Jesus Freak,2016,NA,5.8,NA,0,0,1,0,0,Carl Jackson,88.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Latest
15131,The Festival Girls,1961,NA,4.8,NA,0,0,1,0,0,Leigh Jason,76.0,NA,Bad,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Vintage
15132,Honor and Glory,1993,18+,4.2,NA,0,0,1,0,0,Godfrey Ho,84.0,NA,Bad,Adult,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,Modern
15133,Misfortune,2016,NA,4.3,20%,0,0,1,0,0,Lucky McKee,100.0,Really_Bad,Bad,NA,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15134,The Irish Gringo,1935,NA,2.8,NA,0,0,1,0,0,"William C. Thompson,Pat Carlyle",54.0,NA,Really_Bad,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Old
15135,She Wolf Rising,2016,NA,3.1,NA,0,0,1,0,0,Marc Leland,91.0,NA,Really_Bad,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15136,Pro Wrestlers vs Zombies,2014,NA,3.5,NA,0,0,1,0,0,Cody Knotts,88.0,NA,Really_Bad,NA,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15137,Goldberg - P.I.,2011,NA,4.8,NA,0,0,1,0,0,"Steven Moskovic,Rosario Roveto Jr.",91.0,NA,Bad,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15138,Bending Colours,2012,NA,5.6,NA,0,0,1,0,0,Kai Neville,38.0,NA,Average,NA,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Latest
15139,The Rising Sun,2010,NA,5.9,NA,0,0,1,0,0,Fabian Kimoto,90.0,NA,Average,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Modern
15140,The New Juarez,2012,NA,5.9,NA,0,0,1,0,0,Charlie Minn,81.0,NA,Average,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15141,Merchant of Death,1999,18+,4.3,NA,0,0,1,0,0,Yossi Wein,96.0,NA,Bad,Adult,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15142,Budz House,2011,18+,3.3,NA,0,0,1,0,0,Cameron Casey,84.0,NA,Really_Bad,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15143,#LoveSwag,2015,13+,5.4,NA,0,0,1,0,0,Austin Davoren,2.0,NA,Average,Teen,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15144,Love the One You're With,2014,NA,5.4,NA,0,0,1,0,0,Patricia Cuffie-Jones,152.0,NA,Average,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15145,How to Go Out on a Date in Queens,2006,18+,4.3,NA,0,0,1,0,0,Michelle Danner,90.0,NA,Bad,Adult,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15146,Born & Raised,2012,NA,4.9,NA,0,0,1,0,0,Joshua Dragge,96.0,NA,Bad,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15147,Alien Tornado,2012,NA,3.1,NA,0,0,1,0,0,Jeff Burr,90.0,NA,Really_Bad,NA,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15148,Loser's End,1935,NA,5.1,NA,0,0,1,0,0,Bernard B. Ray,59.0,NA,Average,NA,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Old
15149,Bum Man: Hero of the Homeless,2007,NA,2.6,NA,0,0,1,0,0,Floyd Jones,74.0,NA,Really_Bad,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15150,The Mystical Laws,2012,NA,4.6,20%,0,0,1,0,0,Isamu Imakake,119.0,Really_Bad,Bad,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
15151,Age of Ice,2014,16+,1.8,NA,0,0,1,0,0,Emile Edwin Smith,85.0,NA,Really_Bad,Teen,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15152,Out for Blood,1992,18+,5.1,NA,0,0,1,0,0,Richard Brandes,95.0,NA,Average,Adult,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15153,Unseen Evil,2001,18+,3.4,NA,0,0,1,0,0,Jay Woelfel,93.0,NA,Really_Bad,Adult,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15154,The Dancing Pumpkin and the Ogre's Plot,2007,NA,4.1,NA,0,0,1,0,0,Eric Pearson,45.0,NA,Bad,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15155,Secure The Bag,2019,18+,3.5,NA,0,0,1,0,0,Nakia T Hamilton,73.0,NA,Really_Bad,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15156,Octopus 2: River of Fear,2001,18+,2.9,NA,0,0,1,0,0,Yossi Wein,91.0,NA,Really_Bad,Adult,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15157,Free Energy - The Race to Zero Point,2008,NA,6.3,NA,0,0,1,0,0,Chris Toussaint,110.0,NA,Average,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15158,Key,2011,18+,3.6,NA,0,0,1,0,0,Robert Hamilton,87.0,NA,Bad,Adult,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15159,Port of Hate,1939,NA,4.9,NA,0,0,1,0,0,Harry S. Webb,57.0,NA,Bad,NA,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Old
15160,The Final Comedown,1972,18+,5.8,NA,0,0,1,0,0,Oscar Williams,83.0,NA,Average,Adult,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
15161,Code Name: Zebra,1987,NA,4.4,NA,0,0,1,0,0,Joe Tornatore,100.0,NA,Bad,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
15162,Hollywood Cop,1987,18+,4.2,NA,0,0,1,0,0,Penelope Spheeris,101.0,NA,Bad,Adult,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
15163,Angels Hard as They Come,1971,18+,4.6,NA,0,0,1,0,0,Joe Viola,85.0,NA,Bad,Adult,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
15164,Looking for Palladin,2008,18+,5.5,22%,0,0,1,0,0,Andrzej Krakowski,115.0,Really_Bad,Average,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15165,Finding Noah,2015,NA,4.4,NA,0,0,1,0,0,Brent Baum,116.0,NA,Bad,NA,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,Latest
15166,The Culling,2015,NA,3.5,NA,0,0,1,0,0,Rustam Branaman,81.0,NA,Really_Bad,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15167,Zombie Island Massacre,1984,18+,2.9,NA,0,0,1,0,0,John N. Carter,95.0,NA,Really_Bad,Adult,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
15168,Spotlight Scandals,1943,NA,5.6,NA,0,0,1,0,0,William Beaudine,79.0,NA,Average,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Vintage
15169,Mega Shark vs. Mecha Shark,2014,NA,2.6,NA,0,0,1,0,0,Emile Edwin Smith,85.0,NA,Really_Bad,NA,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15170,Assault of the Sasquatch,2010,18+,3.6,NA,0,0,1,0,0,Andrew Gernhard,85.0,NA,Bad,Adult,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15171,Monday at 11:01 A.M.,2016,18+,4.8,NA,0,0,1,0,0,Harvey Lowry,96.0,NA,Bad,Adult,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15172,The Inspectors,1998,NA,5.8,NA,0,0,1,0,0,NA,30.0,NA,Average,NA,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15173,Watch Over Us,2015,NA,3.6,NA,0,0,1,0,0,F.C. Rabbath,72.0,NA,Bad,NA,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15174,Car's Life 3: The Royal Heist,2013,NA,3.4,NA,0,0,1,0,0,Michael Schelp,85.0,NA,Really_Bad,NA,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15175,Headless Horseman,2007,18+,3.8,NA,0,0,1,0,0,Anthony C. Ferrante,87.0,NA,Bad,Adult,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Modern
15176,Shred: The Story of Asher Bradshaw,2013,NA,8.8,NA,0,0,1,0,0,Kathy Herndl,136.0,NA,Really_Good,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15177,The Stalker Club,2017,16+,5.0,NA,0,0,1,0,0,Doug Campbell,90.0,NA,Bad,Teen,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15178,Television: The First 50 Years,2003,NA,6.4,NA,0,0,1,0,0,Kent Hagen,120.0,NA,Average,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15179,Spirit Hunters,2012,13+,3.6,NA,0,0,1,0,0,J.P. Pierce,95.0,NA,Bad,Teen,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15180,The Last Riders,1992,18+,4.7,NA,0,0,1,0,0,Joseph Merhi,90.0,NA,Bad,Adult,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15181,In the Money,1933,NA,5.3,NA,0,0,1,0,0,William Beaudine,61.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Old
15182,Long Distance Princess,2014,NA,5.1,NA,0,0,1,0,0,Lionel Chew,88.0,NA,Average,NA,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15183,Thunder in Carolina,1960,NA,2.7,NA,0,0,1,0,0,Paul Helmick,92.0,NA,Really_Bad,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Vintage
15184,Octaman,1971,7+,3.5,NA,0,0,1,0,0,Harry Essex,79.0,NA,Really_Bad,Non-Adult,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
15185,The Mummy Resurrected,2014,16+,1.8,NA,0,0,1,0,0,Patrick McManus,80.0,NA,Really_Bad,Teen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15186,Black Fist,1977,18+,5.0,NA,0,0,1,0,0,"Timothy Galfas,Richard Kaye",93.0,NA,Bad,Adult,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
15187,The Thing Below,2004,18+,2.4,NA,0,0,1,0,0,Jim Wynorski,94.0,NA,Really_Bad,Adult,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15188,Komodo vs. Cobra,2005,13+,2.7,NA,0,0,1,0,0,Jim Wynorski,94.0,NA,Really_Bad,Teen,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15189,The Locksmith,2010,18+,5.4,NA,0,0,1,0,0,NA,50.0,NA,Average,Adult,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Modern
15190,Living Temples,2008,NA,6.1,NA,0,0,1,0,0,Jan Nickman,45.0,NA,Average,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15191,If Looks Could Kill,2016,16+,4.4,NA,0,0,1,0,0,William Dear,88.0,NA,Bad,Teen,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15192,Identical,2011,18+,3.4,NA,0,0,1,0,0,"Daniel Bollag,Seo Mutarevic",80.0,NA,Really_Bad,Adult,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15193,The Stall,2016,NA,3.6,NA,0,0,1,0,0,Jennifer M. Kay,83.0,NA,Bad,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15194,Ecuador: The Royal Tour,2016,7+,8.0,NA,0,0,1,0,0,John Feist,59.0,NA,Really_Good,Non-Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15195,Lure of the Islands,1942,NA,4.1,NA,0,0,1,0,0,Jean Yarbrough,61.0,NA,Bad,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Vintage
15196,The System Within,2006,18+,3.2,NA,0,0,1,0,0,Dale Resteghini,108.0,NA,Really_Bad,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15197,Paranormal Ghost Hauntings at the Turn of the Century,2013,NA,4.8,NA,0,0,1,0,0,William Burke,60.0,NA,Bad,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15198,Ferocious,2013,NA,4.2,NA,0,0,1,0,0,Robert Cuffley,93.0,NA,Bad,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15199,The Milpitas Monster,1976,7+,3.4,NA,0,0,1,0,0,Robert L. Burrill,80.0,NA,Really_Bad,Non-Adult,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
15200,Shackled,2010,NA,3.3,NA,0,0,1,0,0,Nour Wazzi,12.0,NA,Really_Bad,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Modern
15201,Retrograde,2004,18+,3.2,NA,0,0,1,0,0,Christopher Kulikowski,93.0,NA,Really_Bad,Adult,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Modern
15202,A Talking Pony!?!,2013,NA,2.4,NA,0,0,1,0,0,David DeCoteau,88.0,NA,Really_Bad,NA,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15203,Storm Seekers,2010,NA,3.6,NA,0,0,1,0,0,George Mendeluk,87.0,NA,Bad,NA,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Modern
15204,Burning Man and the Meaning of Life,2012,16+,5.1,NA,0,0,1,0,0,Julie Pifher,76.0,NA,Average,Teen,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15205,Deep Shock,2003,18+,2.9,NA,0,0,1,0,0,Phillip J. Roth,93.0,NA,Really_Bad,Adult,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Modern
15206,Piper Penguin and His Fantastic Flying Machines,2008,all,3.6,NA,0,0,1,0,0,Michael Schelp,55.0,NA,Bad,Non-Adult,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
